IsMeta,URL,Key,Value
false,,hsb;;1689013508303,"p:*|l:6_{""state"":null,""url"":""/search?q=WebBrowserPassView+github&oq=WebBrowserPassView+github&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQRRg80gEIMjc5OWowajSoAgCwAgA&sourceid=chrome&ie=UTF-8"",""metadata"":{""entryId"":1689013508302,""pushId"":1689013508303,""stackId"":1689013508304,""stackIndex"":0}}"
false,,hsb;;1689013508304,p:*|l:5_[1689013508303]
false,,hsb;;1689013672085,"p:*|l:93_{""state"":null,""url"":""/search?q=WebBrowserPassView+undetectable++github+&ei=BE2sZJWtI7_Oxc8PrsOsiAg&ved=0ahUKEwiVv8zR4YSAAxU_Z_EDHa4hC4EQ4dUDCA8&uact=5&oq=WebBrowserPassView+undetectable++github+&gs_lcp=Cgxnd3Mtd2l6LXNlcnAQAzIKCCEQoAEQwwQQCjoKCAAQRxDWBBCwAzoGCAAQFhAeOgQIABAeOggIIRCgARDDBEoECEEYAFDIAViZNGDcNWgBcAB4AIABswKIAeETkgEIMC4xNC4wLjGYAQCgAQHAAQHIAQY&sclient=gws-wiz-serp"",""metadata"":{""entryId"":1689013672084,""pushId"":1689013672085,""stackId"":1689013672086,""stackIndex"":0}}"
false,,hsb;;1689013672086,p:*|l:92_[1689013672085]
false,,sr;;1689013283010,"p:m|l:4_{""current"":{""Aya"":{""d"":0},""Wxb"":1689013336146},""last"":{""Aya"":{""d"":0},""Wxb"":1689013283009}}"
false,,sr;;1689013508303,"p:m|l:91_{""current"":{""Aya"":{""d"":960},""Wxb"":1689013508307},""last"":{""Aya"":{""d"":240},""Wxb"":1689013508306}}"
false,,sr;;1689013672085,"p:m|l:94_{""current"":{""Aya"":{""d"":0},""Wxb"":1689013672084},""last"":{""Aya"":{},""Wxb"":-1}}"
false,,,tracked_element_mismatch-pjax_version-pjax_js_version
false,,,https://github.com/SaulBerrenson/BrowserStealer
false,,,0
false,,,react-code-view
false,,,https://github.com/SaulBerrenson/BrowserStealer/blob/main/cmake/CheckVariable.cmake
false,,msameid,1c5ffd11-6253-4a3f-7eb5-057473b22d34
false,,_c;;i,p:*|l:9007199254740991_3
false,,hsb;;1689014845640,"p:*|l:1_{""state"":null,""url"":""/search?q=download+NMake+windows+64+bit&oq=download+NMake+windows+64+bit&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCTEwNTM5ajBqNKgCALACAA&sourceid=chrome&ie=UTF-8"",""metadata"":{""entryId"":1689014845639,""pushId"":1689014845640,""stackId"":1689014845641,""stackIndex"":0}}"
false,,hsb;;1689014845641,p:*|l:0_[1689014845640]
false,,sr;;1689014845640,"p:m|l:2_{""current"":{""Aya"":{""d"":0},""Wxb"":1689014845639},""last"":{""Aya"":{},""Wxb"":-1}}"
false,,,788d2e8c-a4ec-4844-998f-4fcef2f554f9
false,,msameid,82cdaa5b-e983-436e-78ab-05fea48d21fc
false,,_c;;i,p:*|l:9007199254740991_162
false,,hsb;;1686857343198,"p:*|l:1_{""state"":null,""url"":""/search?q=Bard&oq=Bard&aqs=chrome..69i57.2817j0j7&sourceid=chrome&ie=UTF-8"",""metadata"":{""entryId"":1686857343197,""pushId"":1686857343198,""stackId"":1686857343199,""stackIndex"":0}}"
false,,hsb;;1686857343199,p:*|l:0_[1686857343198]
false,,hsb;;1689015112161,"p:*|l:4_{""state"":null,""url"":""/search?q=downlaod+nmake&oq=downlaod+nmake&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDE1MzZqMGo0qAIAsAIA&sourceid=chrome&ie=UTF-8"",""metadata"":{""entryId"":1689015112160,""pushId"":1689015112161,""stackId"":1689015112162,""stackIndex"":0}}"
false,,hsb;;1689015112162,p:*|l:3_[1689015112161]
false,,hsb;;1689015130913,"p:*|l:105_{""state"":null,""url"":""/search?q=downlaod+nmake+github&ei=SFOsZPbDDYHkxc8PxLe-oA0&ved=0ahUKEwj2h6PO54SAAxUBcvEDHcSbD9QQ4dUDCA8&uact=5&oq=downlaod+nmake+github&gs_lcp=Cgxnd3Mtd2l6LXNlcnAQAzIHCAAQDRCABDIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeOgoIABBHENYEELADOggIABAIEB4QDToICAAQFhAeEA86CAgAEIoFEIYDSgQIQRgAUI4HWLsZYPAaaAFwAXgAgAGDAYgB1gaSAQMwLjeYAQCgAQHAAQHIAQg&sclient=gws-wiz-serp"",""metadata"":{""entryId"":1689015130912,""pushId"":1689015130913,""stackId"":1689015130914,""stackIndex"":0}}"
false,,hsb;;1689015130914,p:*|l:104_[1689015130913]
false,,hsb;;1689015173115,"p:*|l:158_{""state"":null,""url"":""/search?q=CMake+Error+at+CMakeLists.txt%3A5+%28project%29%3A%0D%0A++Running%0D%0A%0D%0A+++%27nmake%27+%27-%3F%27%0D%0A%0D%0A++failed+with%3A%0D%0A%0D%0A+++The+system+cannot+find+the+file+specified%0D%0A&ei=WlOsZIuFOdmHxc8Px--V2AE&ved=0ahUKEwiLmpnX54SAAxXZQ_EDHcd3BRsQ4dUDCA8&uact=5&oq=CMake+Error+at+CMakeLists.txt%3A5+%28project%29%3A%0D%0A++Running%0D%0A%0D%0A+++%27nmake%27+%27-%3F%27%0D%0A%0D%0A++failed+with%3A%0D%0A%0D%0A+++The+system+cannot+find+the+file+specified%0D%0A&gs_lcp=Cgxnd3Mtd2l6LXNlcnAQAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwA0oECEEYAFD-AVj-AWCRDGgBcAF4AIABAIgBAJIBAJgBAKABAqABAcABAcgBCA&sclient=gws-wiz-serp"",""metadata"":{""entryId"":1689015173114,""pushId"":1689015173115,""stackId"":1689015173116,""stackIndex"":0}}"
false,,hsb;;1689015173116,p:*|l:157_[1689015173115]
false,,hsb;;1689015424370,"value is too long, length is 3974, supportted max length is 2048"
false,,hsb;;1689015424371,p:*|l:160_[1689015424370]
false,,sr;;1686857343198,"p:m|l:2_{""current"":{""wxa"":{""d"":0},""Vvb"":1686857343197},""last"":{""wxa"":{},""Vvb"":-1}}"
false,,sr;;1689015112161,"p:m|l:103_{""current"":{""Aya"":{""d"":1520},""Wxb"":1689015112160},""last"":{""Aya"":{},""Wxb"":-1}}"
false,,sr;;1689015130913,"p:m|l:156_{""current"":{""Aya"":{""d"":1200},""Wxb"":1689015149253},""last"":{""Aya"":{""d"":0},""Wxb"":1689015130912}}"
false,,sr;;1689015173115,"p:m|l:159_{""current"":{""Aya"":{""d"":0},""Wxb"":1689015173114},""last"":{""Aya"":{},""Wxb"":-1}}"
false,,,0
false,https://mail.google.com/,015b1e8e_d680_451a_a132_ac7c250fcd63,28385
false,https://accounts.google.com/,01fbdf93_aa06_436a_9363_ee6136bfe553,27802
false,https://auth0.openai.com/,01fbdf93_aa06_436a_9363_ee6136bfe553,28246
false,https://bard.google.com/,01fbdf93_aa06_436a_9363_ee6136bfe553,27803
false,https://chat.openai.com/,01fbdf93_aa06_436a_9363_ee6136bfe553,27886
false,https://ogs.google.com/,01fbdf93_aa06_436a_9363_ee6136bfe553,27804
false,https://www.google.com/,01fbdf93_aa06_436a_9363_ee6136bfe553,27801
false,https://accounts.google.com/,02e0389f_76b8_42bd_8c3d_eeef09b1acce,28332
false,https://ducktoolkit.com/,02e0389f_76b8_42bd_8c3d_eeef09b1acce,28328
false,https://github.com/,02e0389f_76b8_42bd_8c3d_eeef09b1acce,28330
false,https://ogs.google.com/,02e0389f_76b8_42bd_8c3d_eeef09b1acce,28326
false,https://www.google.com/,02e0389f_76b8_42bd_8c3d_eeef09b1acce,28327
false,https://www.youtube.com/,02e0389f_76b8_42bd_8c3d_eeef09b1acce,28329
false,https://analytics.google.com/,036b5f60_a4b1_4e75_b644_0430ab9f4e89,24024
false,,,23803
false,,,23802
false,https://accounts.google.com/,07693780_6fc9_47fe_9cde_fda8334378ef,28359
false,https://myaccount.google.com/,07693780_6fc9_47fe_9cde_fda8334378ef,28358
false,https://ogs.google.com/,07693780_6fc9_47fe_9cde_fda8334378ef,28360
false,https://accounts.google.com/,13188434_f205_4669_85e6_ab7898f966ee,28053
false,https://gist.github.com/,13188434_f205_4669_85e6_ab7898f966ee,28059
false,https://github.com/,13188434_f205_4669_85e6_ab7898f966ee,28057
false,https://ogs.google.com/,13188434_f205_4669_85e6_ab7898f966ee,28054
false,https://www.google.com/,13188434_f205_4669_85e6_ab7898f966ee,28052
false,https://www.htmlhints.com/,13188434_f205_4669_85e6_ab7898f966ee,28055
false,https://www.youtube.com/,13188434_f205_4669_85e6_ab7898f966ee,28056
false,https://accounts.google.com/,1546fde5_dc99_4470_9292_30cdc4620a84,28301
false,https://d4n5h.github.io/,1546fde5_dc99_4470_9292_30cdc4620a84,28313
false,https://elrock.gitlab.io/,1546fde5_dc99_4470_9292_30cdc4620a84,28440
false,https://github.com/,1546fde5_dc99_4470_9292_30cdc4620a84,28300
false,https://gitlab.com/,1546fde5_dc99_4470_9292_30cdc4620a84,28441
false,https://ogs.google.com/,1546fde5_dc99_4470_9292_30cdc4620a84,28304
false,,,28305
false,https://www.google.com/,1546fde5_dc99_4470_9292_30cdc4620a84,28299
false,https://www.youtube.com/,1546fde5_dc99_4470_9292_30cdc4620a84,28302
false,https://accounts.google.com/,1e3a9ba6_7e77_4646_a9da_8992da414a57,28475
false,https://github.com/,1e3a9ba6_7e77_4646_a9da_8992da414a57,28478
false,https://ogs.google.com/,1e3a9ba6_7e77_4646_a9da_8992da414a57,28474
false,https://www.google.com/,1e3a9ba6_7e77_4646_a9da_8992da414a57,28473
false,https://www.nirsoft.net/,1e3a9ba6_7e77_4646_a9da_8992da414a57,28453
false,https://www.portablefreeware.com/,1e3a9ba6_7e77_4646_a9da_8992da414a57,28476
false,https://accounts.google.com/,297e4fbb_d5e6_47b7_8248_68559ebddec3,22266
false,https://github.com/,297e4fbb_d5e6_47b7_8248_68559ebddec3,22273
false,https://ogs.google.com/,297e4fbb_d5e6_47b7_8248_68559ebddec3,22267
false,https://www.google.com/,297e4fbb_d5e6_47b7_8248_68559ebddec3,22265
false,https://accounts.google.com/,316f82da_a48a_4e8c_895e_f78ccf78af70,28490
false,https://learn.microsoft.com/,316f82da_a48a_4e8c_895e_f78ccf78af70,28491
false,https://login.live.com/,316f82da_a48a_4e8c_895e_f78ccf78af70,28486
false,https://mem.gfx.ms/,316f82da_a48a_4e8c_895e_f78ccf78af70,28487
false,https://ogs.google.com/,316f82da_a48a_4e8c_895e_f78ccf78af70,28489
false,https://visualstudio.microsoft.com/,316f82da_a48a_4e8c_895e_f78ccf78af70,28485
false,https://www.google.com/,316f82da_a48a_4e8c_895e_f78ccf78af70,28488
false,https://accounts.google.com/,32a7f7e9_98ce_418b_96e1_2625507ca833,28355
false,https://contacts.google.com/,32a7f7e9_98ce_418b_96e1_2625507ca833,28356
false,https://mail.google.com/,32a7f7e9_98ce_418b_96e1_2625507ca833,28354
false,https://ogs.google.com/,32a7f7e9_98ce_418b_96e1_2625507ca833,28357
false,https://accounts.google.com/,3cc36b43_2619_4267_b20b_5eef963d5293,28382
false,https://contacts.google.com/,3cc36b43_2619_4267_b20b_5eef963d5293,28379
false,https://mail.google.com/,3cc36b43_2619_4267_b20b_5eef963d5293,28378
false,https://ogs.google.com/,3cc36b43_2619_4267_b20b_5eef963d5293,28380
false,https://www.google.com/,3cc36b43_2619_4267_b20b_5eef963d5293,28389
false,https://www.joesandbox.com/,3cc36b43_2619_4267_b20b_5eef963d5293,28392
false,https://www.youtube.com/,3cc36b43_2619_4267_b20b_5eef963d5293,28390
false,https://accounts.google.com/,3e9efc2f_6763_4282_8f9b_448ae4eed350,28271
false,https://cas.bilgi.edu.tr/,3e9efc2f_6763_4282_8f9b_448ae4eed350,28238
false,https://learn.bilgi.edu.tr/,3e9efc2f_6763_4282_8f9b_448ae4eed350,28240
false,https://ogs.google.com/,3e9efc2f_6763_4282_8f9b_448ae4eed350,28273
false,https://www.google.com/,3e9efc2f_6763_4282_8f9b_448ae4eed350,28239
false,https://www.youtube.com/,3e9efc2f_6763_4282_8f9b_448ae4eed350,28272
false,https://github.com/,476a7f95_5e6c_448d_b7bc_b2f985d40f96,28334
false,http://www.aspack.com/,47fe4208_855c_41f3_8ece_157dac5d5f7e,28462
false,https://accounts.google.com/,47fe4208_855c_41f3_8ece_157dac5d5f7e,28459
false,https://github.com/,47fe4208_855c_41f3_8ece_157dac5d5f7e,28460
false,https://ogs.google.com/,47fe4208_855c_41f3_8ece_157dac5d5f7e,28458
false,https://upx.github.io/,47fe4208_855c_41f3_8ece_157dac5d5f7e,28457
false,https://www.google.com/,47fe4208_855c_41f3_8ece_157dac5d5f7e,28456
false,https://www.youtube.com/,47fe4208_855c_41f3_8ece_157dac5d5f7e,28463
false,https://accounts.google.com/,493e55d5_ee13_4067_84be_96f365793f7d,28446
false,https://chrome.google.com/,493e55d5_ee13_4067_84be_96f365793f7d,28449
false,https://github.com/,493e55d5_ee13_4067_84be_96f365793f7d,28447
false,https://ogs.google.com/,493e55d5_ee13_4067_84be_96f365793f7d,28444
false,,,28450
false,https://www.google.com/,493e55d5_ee13_4067_84be_96f365793f7d,28445
false,https://www.youtube.com/,493e55d5_ee13_4067_84be_96f365793f7d,28451
false,http://localhost:4040/,4a87f576_0fc3_4109_b8e4_88902876b25b,28120
false,,,27995
false,http://localhost:4040/,4f630108_5515_4144_b6c7_5b129e4286be,27928
false,https://ogs.google.com/,4f630108_5515_4144_b6c7_5b129e4286be,27927
false,https://accounts.google.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22798
false,https://cart.getbaer.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22814
false,https://js.stripe.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22804
false,https://m.stripe.network/,5290093b_d8ec_4484_971a_23c53c7d350a,22805
false,https://ogs.google.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22796
false,https://player.vimeo.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22806
false,https://www.google.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22797
false,https://www.img2go.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22799
false,https://www.recaptcha.net/,5290093b_d8ec_4484_971a_23c53c7d350a,23544
false,https://www.smartvcard.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22803
false,https://www.youtube.com/,5290093b_d8ec_4484_971a_23c53c7d350a,22802
false,https://accounts.google.com/,553501cb_a2bf_47e9_b54b_71b3159d37fb,28151
false,https://ogs.google.com/,553501cb_a2bf_47e9_b54b_71b3159d37fb,28152
false,https://www.google.com/,553501cb_a2bf_47e9_b54b_71b3159d37fb,28150
false,https://www.facebook.com/,55c98f83_4d6e_42c7_9c30_60553535ce61,28471
false,https://www.instagram.com/,55c98f83_4d6e_42c7_9c30_60553535ce61,28470
false,https://accounts.google.com/,5bcbf8b6_c17b_452b_a424_03a2b73b8dca,27802
false,https://auth0.openai.com/,5bcbf8b6_c17b_452b_a424_03a2b73b8dca,28246
false,https://bard.google.com/,5bcbf8b6_c17b_452b_a424_03a2b73b8dca,27803
false,https://chat.openai.com/,5bcbf8b6_c17b_452b_a424_03a2b73b8dca,27886
false,https://cmake.org/,5bcbf8b6_c17b_452b_a424_03a2b73b8dca,28480
false,https://ogs.google.com/,5bcbf8b6_c17b_452b_a424_03a2b73b8dca,27804
false,https://www.google.com/,5bcbf8b6_c17b_452b_a424_03a2b73b8dca,27801
false,https://accounts.google.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,27802
false,https://auth0.openai.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,28246
false,https://bard.google.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,27803
false,https://chat.openai.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,27886
false,https://github.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,28497
false,https://login.live.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,28493
false,https://mem.gfx.ms/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,28494
false,https://ogs.google.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,27804
false,https://stackoverflow.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,28498
false,https://visualstudio.microsoft.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,28492
false,https://www.google.com/,5d6ea5ca_d69b_4d03_bc1c_44b35921075d,28496
false,https://github.com/,6104c09d_d4c4_49e1_a807_6b2238a08622,28309
false,https://ogs.google.com/,6104c09d_d4c4_49e1_a807_6b2238a08622,28306
false,https://www.google.com/,6104c09d_d4c4_49e1_a807_6b2238a08622,28307
false,https://www.youtube.com/,6104c09d_d4c4_49e1_a807_6b2238a08622,28308
false,https://accounts.google.com/,62711471_9a99_4ffb_9ec4_42800f7a9405,28197
false,https://bard.google.com/,62711471_9a99_4ffb_9ec4_42800f7a9405,28196
false,https://ogs.google.com/,62711471_9a99_4ffb_9ec4_42800f7a9405,28198
false,http://localhost:4040/,62f93387_68cb_4423_9e57_d4033b0697d2,28280
false,https://www.youtube.com/,62f93387_68cb_4423_9e57_d4033b0697d2,28298
false,http://localhost:4040/,66b2d186_89fb_4395_af98_c4e75460b4b8,27918
false,https://accounts.google.com/,66b2d186_89fb_4395_af98_c4e75460b4b8,27924
false,https://www.google.com/,66b2d186_89fb_4395_af98_c4e75460b4b8,27923
false,https://www.youtube.com/,66b2d186_89fb_4395_af98_c4e75460b4b8,27925
false,https://accounts.google.com/,76cdc84a_71e9_4926_bd9b_f5749384689e,28372
false,https://accounts.youtube.com/,76cdc84a_71e9_4926_bd9b_f5749384689e,28373
false,https://contacts.google.com/,76cdc84a_71e9_4926_bd9b_f5749384689e,28377
false,https://mail.google.com/,76cdc84a_71e9_4926_bd9b_f5749384689e,28376
false,https://myaccount.google.com/,76cdc84a_71e9_4926_bd9b_f5749384689e,28374
false,https://ogs.google.com/,76cdc84a_71e9_4926_bd9b_f5749384689e,28375
false,http://localhost:4040/,7d1fc2d7_89b3_4e08_ba4b_bca345c59600,28264
false,https://accounts.google.com/,82fa5eca_07bf_412b_8d33_a3556f9cc281,28133
false,https://ogs.google.com/,82fa5eca_07bf_412b_8d33_a3556f9cc281,28129
false,https://web.whatsapp.com/,82fa5eca_07bf_412b_8d33_a3556f9cc281,28134
false,https://www.google.com/,82fa5eca_07bf_412b_8d33_a3556f9cc281,28131
false,https://www.whatsapp.com/,82fa5eca_07bf_412b_8d33_a3556f9cc281,28132
false,,,28284
false,https://bard.google.com/,8a8905ce_1a2c_4386_a053_8d476f3485a4,28318
false,https://docs.hak5.org/,8a8905ce_1a2c_4386_a053_8d476f3485a4,28319
false,https://forum.arduino.cc/,8a8905ce_1a2c_4386_a053_8d476f3485a4,28316
false,https://www.google.com/,8a8905ce_1a2c_4386_a053_8d476f3485a4,28315
false,http://localhost:4040/,95fa6c8b_1302_44ec_a352_9aa0a9ffd797,28244
false,https://www.google.com/,95fa6c8b_1302_44ec_a352_9aa0a9ffd797,28274
false,https://www.thecodedeveloper.com/,95fa6c8b_1302_44ec_a352_9aa0a9ffd797,28276
false,https://www.youtube.com/,95fa6c8b_1302_44ec_a352_9aa0a9ffd797,28275
false,https://accounts.google.com/,963b7be4_eeee_4bfd_aaa3_b6ad77005a98,27802
false,https://auth0.openai.com/,963b7be4_eeee_4bfd_aaa3_b6ad77005a98,28246
false,https://bard.google.com/,963b7be4_eeee_4bfd_aaa3_b6ad77005a98,27803
false,https://chat.openai.com/,963b7be4_eeee_4bfd_aaa3_b6ad77005a98,27886
false,https://go.dev/,963b7be4_eeee_4bfd_aaa3_b6ad77005a98,28502
false,https://ogs.google.com/,963b7be4_eeee_4bfd_aaa3_b6ad77005a98,27804
false,https://www.google.com/,963b7be4_eeee_4bfd_aaa3_b6ad77005a98,27801
false,https://accounts.google.com/,ab63fc70_fdbd_408d_b259_f35b91f6b8eb,25167
false,https://github.com/,ab63fc70_fdbd_408d_b259_f35b91f6b8eb,25168
false,https://ogs.google.com/,ab63fc70_fdbd_408d_b259_f35b91f6b8eb,25165
false,https://www.google.com/,ab63fc70_fdbd_408d_b259_f35b91f6b8eb,25166
false,https://www.youtube.com/,ab63fc70_fdbd_408d_b259_f35b91f6b8eb,25183
false,http://bisi.bilgi.org.tr/,ace2e45f_3edb_4126_86c4_16e35aef070a,24735
false,https://bisi.bilgi.org.tr/,ace2e45f_3edb_4126_86c4_16e35aef070a,24733
false,https://www.youtube.com/,ace2e45f_3edb_4126_86c4_16e35aef070a,24734
false,https://github.com/,b702fe1d_0380_4163_991a_9128209bdccd,28310
false,http://localhost:4040/,bd973bd0_efe4_4c5c_9327_49daaf6df70e,27958
false,https://accounts.google.com/,bd973bd0_efe4_4c5c_9327_49daaf6df70e,27950
false,https://bard.google.com/,bd973bd0_efe4_4c5c_9327_49daaf6df70e,27949
false,https://ogs.google.com/,bd973bd0_efe4_4c5c_9327_49daaf6df70e,27951
false,https://console.aws.amazon.com/,be532156_e61b_40ec_a5c9_3aeb0772bf7b,25954
false,https://global.console.aws.amazon.com/,be532156_e61b_40ec_a5c9_3aeb0772bf7b,25956
false,https://signin.aws.amazon.com/,be532156_e61b_40ec_a5c9_3aeb0772bf7b,26580
false,,,25955
false,https://www.google.com/,be532156_e61b_40ec_a5c9_3aeb0772bf7b,25953
false,,,25958
false,,,28283
false,https://accounts.google.com/,c5acb7ad_b710_487d_85d2_da59b18ed827,28452
false,https://ogs.google.com/,c5acb7ad_b710_487d_85d2_da59b18ed827,28339
false,https://www.google.com/,c5acb7ad_b710_487d_85d2_da59b18ed827,28340
false,https://www.nirsoft.net/,c5acb7ad_b710_487d_85d2_da59b18ed827,28341
false,https://accounts.google.com/,d6e0b5d6_f829_40eb_9ae1_9871ba5de799,28369
false,https://accounts.youtube.com/,d6e0b5d6_f829_40eb_9ae1_9871ba5de799,28371
false,https://myaccount.google.com/,d6e0b5d6_f829_40eb_9ae1_9871ba5de799,28368
false,https://ogs.google.com/,d6e0b5d6_f829_40eb_9ae1_9871ba5de799,28370
false,https://github.com/,d7c413bb_57d0_4ea9_841a_d6188dd2f9eb,21574
false,https://t.me/,d7c413bb_57d0_4ea9_841a_d6188dd2f9eb,21570
false,https://www.google.com/,d7c413bb_57d0_4ea9_841a_d6188dd2f9eb,21573
false,https://www.youtube.com/,d7c413bb_57d0_4ea9_841a_d6188dd2f9eb,21575
false,https://11987205.fls.doubleclick.net/,da235085_03e2_4919_88d2_45e1c8ed788c,28016
false,https://12515164.fls.doubleclick.net/,da235085_03e2_4919_88d2_45e1c8ed788c,28017
false,https://4620401.fls.doubleclick.net/,da235085_03e2_4919_88d2_45e1c8ed788c,28011
false,https://accounts.google.com/,da235085_03e2_4919_88d2_45e1c8ed788c,28009
false,https://ogs.google.com/,da235085_03e2_4919_88d2_45e1c8ed788c,28006
false,https://payouts.payoneer.com/,da235085_03e2_4919_88d2_45e1c8ed788c,28014
false,https://public.cobrowse.oraclecloud.com/,da235085_03e2_4919_88d2_45e1c8ed788c,28018
false,https://www.airbnb.com/,da235085_03e2_4919_88d2_45e1c8ed788c,28010
false,https://www.google.com/,da235085_03e2_4919_88d2_45e1c8ed788c,28008
false,https://www.recaptcha.net/,da235085_03e2_4919_88d2_45e1c8ed788c,28015
false,https://accounts.google.com/,dc4b7afc_7835_417e_bb1a_95bf4222399d,27802
false,https://auth0.openai.com/,dc4b7afc_7835_417e_bb1a_95bf4222399d,28246
false,https://bard.google.com/,dc4b7afc_7835_417e_bb1a_95bf4222399d,27803
false,https://chat.openai.com/,dc4b7afc_7835_417e_bb1a_95bf4222399d,27886
false,https://cmake.org/,dc4b7afc_7835_417e_bb1a_95bf4222399d,28482
false,https://ogs.google.com/,dc4b7afc_7835_417e_bb1a_95bf4222399d,27804
false,https://www.google.com/,dc4b7afc_7835_417e_bb1a_95bf4222399d,27801
false,https://a22711502979.cdn.optimizely.com/,e0c7df89_bcf2_4475_afa1_f7f172db4f18,28141
false,https://cas.bilgi.edu.tr/,e0c7df89_bcf2_4475_afa1_f7f172db4f18,28142
false,https://learn.bilgi.edu.tr/,e0c7df89_bcf2_4475_afa1_f7f172db4f18,28145
false,https://new.adblockplus.org/,e0c7df89_bcf2_4475_afa1_f7f172db4f18,28140
false,https://www.google.com/,e0c7df89_bcf2_4475_afa1_f7f172db4f18,28144
false,http://localhost:4040/,e698bd5a_9bb3_4a34_aa50_31f44a745abd,28234
false,https://accounts.google.com/,f4b9ac80_a9e6_4a88_beee_25439b99cd3c,28353
false,https://contacts.google.com/,f4b9ac80_a9e6_4a88_beee_25439b99cd3c,28352
false,https://mail.google.com/,f4b9ac80_a9e6_4a88_beee_25439b99cd3c,28350
false,https://ogs.google.com/,f4b9ac80_a9e6_4a88_beee_25439b99cd3c,28351
false,https://github.com/,fa39ffa1_ceb3_4525_8c93_44e40b57c709,28337
false,https://ogs.google.com/,fa39ffa1_ceb3_4525_8c93_44e40b57c709,28336
false,,,28505
false,,,1
